Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn,City,Contract,Country,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Under 30,Unlimited Data,Zip Code
79,29,23.33,0,Glenn,Two Year,United States,0,1,Male,1,Fiber Optic,39.597975,-122.032248,1,94.25,1,0,9,Offer B,1,0,1,1,Bank Withdrawal,1,1454,0,Q3,1,3,1,California,1,0,0,64,0,1493.12,0.0,0,1,95943
70,20,44.08,0,San Jose,One Year,United States,0,0,Male,1,Fiber Optic,37.424655,-121.74841,0,86.05,1,0,0,,0,0,1,0,Credit Card,1,40568,0,Q3,0,3,1,California,0,0,1,47,0,2071.76,0.0,0,1,95132
53,11,46.49,0,Winchester,One Year,United States,0,1,Female,1,DSL,33.657433,-117.04254,1,84.15,1,0,9,Offer B,1,0,1,1,Credit Card,1,4093,1,Q3,1,3,0,California,1,1,1,50,0,2324.5,0.0,0,1,92596
56,15,20.27,0,Marina Del Rey,Two Year,United States,0,1,Female,1,DSL,33.977468,-118.445475,0,78.45,1,0,0,Offer B,0,0,1,0,Credit Card,1,18058,1,Q3,0,4,0,California,1,1,1,42,0,851.34,0.0,0,1,90292
40,23,0.0,0,Marysville,Month-to-Month,United States,1,0,Female,1,Cable,39.19514,-121.503883,1,38.85,0,3,4,Offer C,1,1,0,1,Credit Card,0,38091,1,Q3,1,4,0,California,0,0,0,26,30,0.0,0.0,0,0,95901
42,13,14.7,1,Valley Ford,Month-to-Month,United States,0,0,Female,1,DSL,38.339996,-122.935056,0,49.05,0,0,0,Offer E,1,0,1,0,Credit Card,1,66,0,Q3,0,1,0,California,0,0,0,2,40,29.4,0.0,0,0,94972
53,0,31.26,0,Adelanto,Month-to-Month,United States,1,0,Male,0,,34.667815,-117.536183,0,24.7,1,1,0,Offer D,0,0,0,0,Credit Card,1,18980,0,Q3,0,4,0,California,0,0,0,21,0,656.46,0.0,0,0,92301
22,0,2.44,0,Glendale,Two Year,United States,1,0,Female,0,,34.13658,-118.245839,1,20.1,0,1,10,,0,0,0,1,Bank Withdrawal,1,41390,0,Q3,1,4,0,California,0,0,0,52,0,126.88,17.05,1,0,91205
32,0,48.41,0,Santa Cruz,One Year,United States,0,0,Male,0,,37.031404,-121.981865,0,19.55,0,0,0,,0,0,1,0,Credit Card,1,8365,0,Q3,0,3,0,California,0,0,0,42,0,2033.22,12.16,0,0,95065
49,0,24.53,0,Oroville,Month-to-Month,United States,0,0,Female,0,,39.624561,-121.552866,0,20.55,0,0,0,,0,0,0,0,Credit Card,1,17782,0,Q3,0,3,0,California,0,0,0,5,0,122.65,0.0,0,0,95965
24,47,9.97,0,La Mirada,Month-to-Month,United States,0,0,Male,1,Fiber Optic,33.902045,-118.008961,0,95.7,1,0,0,,1,0,0,0,Bank Withdrawal,1,47568,1,Q3,0,5,0,California,1,1,0,15,0,149.55,0.0,1,1,90638
41,27,47.48,0,Kelseyville,One Year,United States,1,1,Female,1,Fiber Optic,38.93496,-122.792243,1,103.05,0,3,7,,0,0,0,1,Credit Card,1,9902,1,Q3,1,4,0,California,1,1,1,50,0,2374.0,0.0,0,1,95451
75,29,17.65,0,Pioneertown,Month-to-Month,United States,0,1,Female,1,Fiber Optic,34.201108,-116.593456,0,104.95,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,354,1,Q3,0,5,1,California,1,0,1,50,0,882.5,0.0,0,1,92268
64,12,0.0,1,Aptos,Month-to-Month,United States,0,1,Female,1,DSL,37.013471,-121.877877,0,49.05,0,0,0,Offer B,0,0,1,0,Bank Withdrawal,0,24227,0,Q3,0,1,0,California,1,1,1,43,0,0.0,20.29,0,1,95003
63,0,44.53,0,Palmdale,Month-to-Month,United States,0,0,Male,0,,34.613476,-118.256358,0,20.45,0,0,0,Offer D,0,0,1,0,Credit Card,1,34045,0,Q3,0,4,0,California,0,0,0,11,0,489.83,0.0,0,0,93551
58,0,48.56,0,Topanga,Two Year,United States,1,0,Female,0,,34.115192,-118.61017,1,19.8,0,1,2,Offer B,0,0,1,1,Credit Card,1,5451,0,Q3,1,3,0,California,0,0,0,56,0,2719.36,0.0,0,0,90290
68,25,38.5,0,Knights Landing,Two Year,United States,0,0,Female,1,Fiber Optic,38.875508,-121.765866,1,90.85,1,0,10,,0,1,1,1,Bank Withdrawal,1,1793,0,Q3,1,4,1,California,1,1,0,70,0,2695.0,0.0,0,1,95645
37,9,11.35,1,Covina,Month-to-Month,United States,0,0,Male,1,DSL,34.084747,-117.886844,0,48.55,0,0,0,,0,1,1,0,Credit Card,1,17554,0,Q3,0,1,0,California,0,0,0,1,0,11.35,0.0,0,1,91723
65,22,25.19,0,San Miguel,Two Year,United States,0,1,Male,1,Fiber Optic,35.886767,-120.608661,1,91.05,1,0,1,,0,0,1,1,Credit Card,1,2666,0,Q3,1,4,1,California,1,1,0,48,0,1209.12,0.0,0,1,93451
24,51,48.1,0,Canoga Park,One Year,United States,0,0,Male,1,DSL,34.19829,-118.602203,1,71.9,1,0,5,Offer B,0,1,1,1,Credit Card,1,23519,1,Q3,1,3,0,California,1,1,0,43,0,2068.3,0.0,1,1,91303
57,0,27.37,0,Wofford Heights,Month-to-Month,United States,1,0,Female,0,,35.690535,-118.552784,0,20.05,0,2,0,,0,0,1,0,Bank Withdrawal,1,2515,0,Q3,0,5,0,California,0,0,0,4,0,109.48,0.0,0,0,93285
69,9,17.87,1,Sacramento,Month-to-Month,United States,0,0,Female,1,Fiber Optic,38.486502,-121.334051,1,77.5,1,0,1,,0,1,1,1,Bank Withdrawal,1,11396,0,Q3,1,1,1,California,0,0,0,51,0,911.37,0.0,0,1,95829
30,0,25.98,0,Deer Park,Two Year,United States,1,0,Female,0,,38.554383,-122.474773,1,25.25,1,3,9,Offer D,0,0,0,1,Credit Card,1,223,0,Q3,1,3,0,California,0,0,0,22,0,571.56,0.0,0,0,94576
42,24,5.68,0,Carmel By The Sea,Two Year,United States,0,1,Female,1,Fiber Optic,36.554618,-121.922239,0,110.5,1,0,0,,1,0,1,0,Credit Card,1,2966,1,Q3,0,5,0,California,1,1,1,64,60,363.52,0.0,0,0,93921
76,22,3.66,0,Los Angeles,Month-to-Month,United States,0,0,Female,1,Fiber Optic,34.108833,-118.229715,1,94.5,1,0,4,,1,1,1,1,Bank Withdrawal,1,47534,0,Q3,1,3,1,California,0,0,1,43,0,157.38,0.0,0,1,90065
56,18,48.68,0,Sonora,Month-to-Month,United States,0,1,Male,1,Fiber Optic,37.982716,-120.343732,1,87.0,0,0,9,,0,0,1,1,Bank Withdrawal,1,25340,0,Q3,1,4,0,California,0,0,1,22,0,1070.96,0.0,0,1,95370
27,0,39.39,0,San Jose,Month-to-Month,United States,0,0,Male,0,,37.316146,-121.936285,0,20.0,0,0,0,,0,0,0,0,Bank Withdrawal,1,32804,0,Q3,0,3,0,California,0,0,0,10,0,393.9,0.0,1,0,95128
26,0,42.67,0,Stevenson Ranch,Two Year,United States,1,0,Female,0,,34.364153,-118.615583,1,19.05,0,1,1,,0,0,0,1,Credit Card,1,9937,0,Q3,1,3,0,California,0,0,0,8,0,341.36,0.0,1,0,91381
42,0,31.49,0,Soledad,One Year,United States,1,0,Male,0,,36.414216,-121.360597,1,20.4,0,3,7,Offer B,0,0,0,1,Credit Card,1,13003,0,Q3,1,3,0,California,0,0,0,61,0,1920.89,0.0,0,0,93960
47,0,4.53,0,Burbank,Month-to-Month,United States,0,0,Female,0,,34.169706,-118.323548,0,25.15,1,0,0,,0,0,0,0,Bank Withdrawal,1,18539,0,Q3,0,4,0,California,0,0,0,29,0,131.37,0.0,0,0,91506
33,10,18.72,0,Susanville,Month-to-Month,United States,1,0,Female,1,Fiber Optic,40.559177,-120.612113,0,88.5,1,2,0,,1,0,1,0,Bank Withdrawal,1,19440,0,Q3,0,3,0,California,0,0,1,41,0,767.52,0.0,0,1,96130
75,24,38.59,0,Jackson,Two Year,United States,0,0,Female,1,Fiber Optic,38.336216,-120.76901,1,69.3,0,0,7,,0,0,1,1,Bank Withdrawal,1,6202,0,Q3,1,4,1,California,0,0,0,25,0,964.75,0.0,0,1,95642
26,59,41.05,0,Santa Maria,Two Year,United States,0,1,Male,1,Fiber Optic,34.95934,-120.490081,1,101.0,0,0,9,Offer A,1,1,0,1,Credit Card,1,43684,1,Q3,1,3,0,California,1,1,0,70,0,2873.5,0.0,1,1,93458
35,27,9.74,0,San Francisco,Month-to-Month,United States,0,0,Male,1,Fiber Optic,37.781304,-122.461522,0,70.3,0,0,0,,0,0,1,0,Credit Card,1,38955,0,Q3,0,4,0,California,0,0,0,3,0,29.22,0.0,0,1,94118
48,22,9.98,0,Gualala,Month-to-Month,United States,0,1,Female,1,Fiber Optic,38.848082,-123.50608,1,106.15,1,0,5,Offer B,1,0,1,1,Bank Withdrawal,1,1916,0,Q3,1,3,0,California,1,1,1,60,0,598.8,0.0,0,1,95445
62,4,0.0,0,Hat Creek,Month-to-Month,United States,0,0,Male,1,DSL,40.789799,-121.474529,1,29.8,0,0,1,Offer E,1,0,0,1,Credit Card,0,397,0,Q3,1,3,0,California,0,0,0,3,0,0.0,0.0,0,1,96040
43,23,26.13,0,Los Gatos,Month-to-Month,United States,1,0,Female,1,Fiber Optic,37.222842,-121.988727,0,76.6,1,1,0,Offer D,0,0,1,0,Bank Withdrawal,1,13290,0,Q3,0,3,0,California,0,0,0,12,0,313.56,0.0,0,1,95030
71,3,2.26,1,Big Bend,Month-to-Month,United States,0,0,Female,1,Fiber Optic,41.096569,-121.879082,0,70.4,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,265,0,Q3,0,3,1,California,0,0,0,3,0,6.78,0.0,0,1,96011
54,0,37.67,0,Garden Grove,Two Year,United States,1,0,Male,0,,33.786738,-117.982564,1,24.15,1,2,1,Offer B,0,0,0,1,Bank Withdrawal,1,31428,0,Q3,1,4,0,California,0,0,0,56,0,2109.52,29.41,0,0,92841
24,48,25.71,0,Rancho Palos Verdes,Month-to-Month,United States,0,1,Male,1,DSL,33.753146,-118.367459,0,71.4,1,0,0,,1,0,1,0,Bank Withdrawal,1,41263,0,Q3,0,5,0,California,1,1,0,16,0,411.36,0.0,1,1,90275
45,0,23.95,0,Stevenson Ranch,Two Year,United States,1,0,Female,0,,34.364153,-118.615583,1,19.7,0,1,1,,0,0,0,1,Bank Withdrawal,1,9937,0,Q3,1,3,0,California,0,0,0,41,0,981.95,0.0,0,0,91381
68,30,30.23,1,Shaver Lake,Month-to-Month,United States,0,0,Female,1,Fiber Optic,37.223,-119.001021,0,89.3,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,642,0,Q3,0,1,1,California,1,0,1,1,0,30.23,0.0,0,1,93664
73,20,34.24,0,Riverside,One Year,United States,0,0,Male,1,DSL,33.9108,-117.398153,1,64.05,1,0,9,,1,0,0,1,Bank Withdrawal,1,46550,0,Q3,1,4,1,California,1,1,0,61,0,2088.64,0.0,0,1,92504
47,26,32.74,1,Quincy,Month-to-Month,United States,0,0,Female,1,DSL,39.971228,-121.041166,0,55.0,0,0,0,,0,0,1,0,Credit Card,1,6189,0,Q3,0,1,0,California,0,0,1,1,0,32.74,0.0,0,1,95971
53,10,36.82,0,Garden Grove,Two Year,United States,1,1,Female,1,Fiber Optic,33.766476,-117.969795,1,115.5,1,1,1,Offer A,1,1,1,1,Bank Withdrawal,1,23481,1,Q3,1,4,0,California,1,1,1,72,0,2651.04,42.29,0,1,92844
37,0,37.4,0,Anaheim,One Year,United States,1,0,Male,0,,33.850452,-117.726668,1,19.95,0,1,1,Offer D,0,0,0,1,Credit Card,1,19629,0,Q3,1,3,0,California,0,0,0,22,0,822.8,0.0,0,0,92808
42,3,18.66,0,West Hills,Two Year,United States,0,1,Female,1,Fiber Optic,34.199787,-118.68493,1,109.7,1,0,7,Offer A,1,1,0,1,Credit Card,1,23637,0,Q3,1,4,0,California,1,1,1,72,0,1343.52,0.0,0,1,91307
64,0,35.24,0,Woody,Month-to-Month,United States,0,0,Female,0,,35.710244,-118.881679,1,20.65,0,0,8,,0,0,1,1,Credit Card,1,88,0,Q3,1,4,0,California,0,0,0,1,0,35.24,0.0,0,0,93287
33,7,21.03,0,Wilseyville,One Year,United States,0,0,Female,1,DSL,38.392686,-120.415951,0,54.25,1,0,0,Offer D,1,0,1,0,Mailed Check,1,435,0,Q3,0,5,0,California,0,0,0,14,0,294.42,0.0,0,1,95257
30,0,5.84,0,Lakewood,Month-to-Month,United States,1,0,Female,0,,33.841027,-118.078097,1,20.45,0,1,3,Offer E,0,0,0,1,Credit Card,1,20890,0,Q3,1,4,0,California,0,0,0,7,0,40.88,0.0,0,0,90715
60,0,18.14,0,Sacramento,One Year,United States,0,0,Male,0,,38.646209,-121.52446,0,19.5,0,0,0,,0,0,0,0,Credit Card,1,8403,0,Q3,0,4,0,California,0,0,0,44,0,798.16,0.0,0,0,95834
24,76,17.18,0,Dunlap,One Year,United States,0,0,Male,1,Fiber Optic,36.789213,-119.140338,0,81.7,1,0,0,,0,0,0,0,Credit Card,1,506,1,Q3,0,5,0,California,0,0,0,31,0,532.58,0.0,1,1,93621
40,23,38.22,0,Mission Viejo,Two Year,United States,0,1,Female,1,DSL,33.60693,-117.644253,1,82.0,0,0,0,,0,1,1,1,Credit Card,1,46227,1,Q3,0,3,0,California,1,1,1,71,0,2713.62,0.0,0,1,92692
77,29,36.78,1,Clearlake,Month-to-Month,United States,0,0,Male,1,Fiber Optic,38.965804,-122.631779,0,85.0,0,0,0,,0,1,0,0,Bank Withdrawal,1,13485,0,Q3,0,1,1,California,1,1,0,46,0,1691.88,0.0,0,1,95422
76,10,47.34,1,San Diego,Month-to-Month,United States,0,0,Male,1,Fiber Optic,32.85723,-117.209774,1,74.9,1,0,2,Offer C,0,0,1,1,Bank Withdrawal,1,34902,0,Q3,1,2,1,California,0,0,0,32,0,1514.88,0.0,0,1,92122
56,0,13.51,0,Ahwahnee,Month-to-Month,United States,0,0,Male,0,,37.375816,-119.739935,0,20.05,0,0,0,,0,0,0,0,Credit Card,1,1968,0,Q3,0,5,0,California,0,0,0,1,0,13.51,0.0,0,0,93601
33,28,9.21,0,La Puente,One Year,United States,0,0,Male,1,Fiber Optic,34.038983,-117.991372,0,90.45,1,0,0,,1,0,0,0,Credit Card,1,30802,0,Q3,0,3,0,California,1,1,0,63,100,580.23,0.0,0,0,91746
80,17,14.49,0,Laguna Beach,One Year,United States,0,1,Male,1,Fiber Optic,33.570023,-117.773669,1,101.9,1,0,9,,1,1,1,1,Bank Withdrawal,1,25206,0,Q3,1,3,1,California,0,0,1,50,0,724.5,0.0,0,1,92651
62,0,28.28,0,Anaheim,Month-to-Month,United States,1,0,Female,0,,33.850452,-117.726668,1,19.0,0,1,1,Offer E,0,0,1,1,Credit Card,1,19629,0,Q3,1,4,0,California,0,0,0,1,0,28.28,0.0,0,0,92808
63,6,13.14,0,Rancho Palos Verdes,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.753146,-118.367459,0,80.05,1,0,0,Offer C,0,0,0,0,Credit Card,1,41263,1,Q3,0,5,0,California,0,0,0,35,0,459.9,0.0,0,1,90275
22,59,33.53,1,San Diego,One Year,United States,0,0,Male,1,DSL,32.898613,-117.202937,0,55.15,0,0,0,,1,0,1,0,Credit Card,1,4258,1,Q3,0,3,0,California,0,0,0,22,0,737.66,0.0,1,1,92121
53,11,4.67,1,Brea,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.930199,-117.862898,0,80.15,0,0,0,Offer E,0,0,0,0,Credit Card,1,34055,0,Q3,0,1,0,California,1,1,0,1,0,4.67,0.0,0,1,92821
31,0,18.81,0,Aptos,Month-to-Month,United States,0,0,Male,0,,37.013471,-121.877877,0,21.1,0,0,0,,0,0,0,0,Credit Card,1,24227,0,Q3,0,5,0,California,0,0,0,1,0,18.81,0.0,0,0,95003
45,14,9.85,0,South Gate,One Year,United States,0,1,Female,1,Fiber Optic,33.944624,-118.192615,1,104.45,0,0,2,Offer B,1,1,1,1,Bank Withdrawal,1,96267,0,Q3,1,3,0,California,1,1,1,41,0,403.85,0.0,0,1,90280
79,24,48.02,0,Burbank,Month-to-Month,United States,0,0,Male,1,Fiber Optic,34.213049,-118.317651,1,101.5,1,0,1,Offer C,0,0,1,1,Bank Withdrawal,1,25882,1,Q3,1,5,1,California,1,0,1,30,0,1440.6,0.0,0,1,91504
77,3,7.92,1,Nipomo,Month-to-Month,United States,0,1,Male,1,Fiber Optic,35.050345,-120.489599,1,106.35,1,0,3,,1,0,0,1,Bank Withdrawal,1,15405,0,Q3,1,2,1,California,1,0,1,32,0,253.44,0.0,0,1,93444
62,0,7.67,0,Alameda,Two Year,United States,1,0,Male,0,,37.774633,-122.274434,1,19.75,0,3,0,,0,0,0,1,Credit Card,1,58555,0,Q3,0,4,0,California,0,0,0,46,0,352.82,0.0,0,0,94501
35,14,11.5,0,La Mesa,Month-to-Month,United States,0,0,Male,1,Fiber Optic,32.782501,-117.01611,0,85.5,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,24005,0,Q3,0,5,0,California,0,0,1,9,0,103.5,0.0,0,1,91942
60,5,20.11,0,Firebaugh,Month-to-Month,United States,0,0,Male,1,DSL,36.785618,-120.625382,0,59.15,0,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,9491,0,Q3,0,3,0,California,1,1,0,6,0,120.66,0.0,0,1,93622
76,5,43.04,1,Hat Creek,Month-to-Month,United States,0,1,Female,1,Fiber Optic,40.789799,-121.474529,1,117.45,1,0,9,,1,1,0,1,Bank Withdrawal,1,397,1,Q3,1,1,1,California,1,0,1,48,0,2065.92,0.0,0,1,96040
35,11,13.68,1,Taft,Month-to-Month,United States,0,0,Male,1,Fiber Optic,35.184837,-119.402525,1,70.4,0,0,1,,0,0,1,1,Bank Withdrawal,1,14937,0,Q3,1,1,0,California,0,0,0,17,0,232.56,0.0,0,1,93268
23,73,16.77,0,Midpines,Month-to-Month,United States,1,0,Female,1,Cable,37.581496,-119.972762,0,69.4,0,3,0,Offer E,0,0,1,0,Credit Card,1,433,1,Q3,0,3,0,California,1,1,1,9,0,150.93,0.0,1,1,95345
60,18,45.25,0,Sunnyvale,Two Year,United States,0,1,Male,1,DSL,37.421633,-122.009613,1,81.35,0,0,1,,1,1,0,1,Credit Card,1,16985,0,Q3,1,3,0,California,1,1,1,67,0,3031.75,0.0,0,1,94089
23,27,33.93,0,Clipper Mills,One Year,United States,0,1,Male,1,Fiber Optic,39.562239,-121.14836,1,99.25,0,0,4,Offer B,0,0,1,1,Credit Card,1,282,1,Q3,1,3,0,California,1,1,1,49,0,1662.57,0.0,1,1,95930
25,48,24.01,0,Stockton,Month-to-Month,United States,0,0,Male,1,Fiber Optic,38.002125,-121.324979,1,107.7,1,0,2,Offer A,1,1,1,1,Bank Withdrawal,1,49965,1,Q3,1,3,0,California,1,1,1,68,0,1632.68,0.0,1,1,95207
21,58,2.12,0,Solana Beach,Two Year,United States,0,1,Male,1,Cable,33.001813,-117.263628,1,67.85,0,0,5,Offer A,0,1,0,1,Credit Card,1,12173,1,Q3,1,3,0,California,1,1,0,67,0,142.04,0.0,1,1,92075
75,16,36.83,1,Sacramento,Month-to-Month,United States,0,0,Female,1,DSL,38.646096,-121.442433,0,59.4,0,0,0,,0,0,0,0,Bank Withdrawal,1,34894,1,Q3,0,1,1,California,0,0,1,16,0,589.28,0.0,0,1,95838
40,19,8.0,0,Lookout,One Year,United States,1,0,Male,1,Cable,41.280478,-121.160249,1,53.65,0,1,2,,1,1,0,1,Credit Card,1,386,0,Q3,1,4,0,California,0,0,0,36,0,288.0,0.0,0,1,96054
39,3,44.65,0,Los Angeles,Month-to-Month,United States,0,0,Male,1,Cable,34.102084,-118.451629,1,61.35,1,0,3,,1,0,0,1,Bank Withdrawal,1,10470,1,Q3,1,3,0,California,0,0,0,52,0,2321.8,0.0,0,1,90077
29,71,27.34,0,Helendale,Month-to-Month,United States,0,1,Male,1,Fiber Optic,34.757783,-117.33997,0,73.6,0,0,0,,0,0,1,0,Credit Card,1,4948,0,Q3,0,5,0,California,0,0,0,3,10,82.02,0.0,1,0,92342
33,0,32.34,0,Strathmore,Month-to-Month,United States,0,0,Male,0,,36.141319,-119.129075,0,20.65,0,0,0,Offer E,0,0,0,0,Credit Card,1,5689,0,Q3,0,5,0,California,0,0,0,6,0,194.04,0.0,0,0,93267
30,85,31.27,1,Tehachapi,Month-to-Month,United States,0,1,Male,1,Fiber Optic,35.073777,-118.652112,0,99.25,1,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,25805,0,Q3,0,1,0,California,1,1,1,38,0,1188.26,0.0,0,1,93561
71,11,41.97,0,Fresno,Two Year,United States,0,0,Male,1,Fiber Optic,36.623632,-119.741322,1,89.0,0,0,8,,0,0,1,1,Bank Withdrawal,1,21010,0,Q3,1,4,1,California,1,1,1,7,0,293.79,0.0,0,1,93725
56,0,15.51,0,Los Angeles,Two Year,United States,1,0,Male,0,,34.089953,-118.294824,1,19.85,0,1,5,,0,0,0,1,Credit Card,1,41713,0,Q3,1,3,0,California,0,0,0,10,0,155.1,0.0,0,0,90029
22,48,0.0,0,Ballico,Month-to-Month,United States,0,0,Male,1,DSL,37.4695,-120.672724,0,24.9,0,0,0,,0,0,1,0,Credit Card,0,809,0,Q3,0,3,0,California,0,0,0,2,10,0.0,0.0,1,0,95303
39,20,8.1,0,Esparto,Month-to-Month,United States,1,0,Female,1,Fiber Optic,38.834469,-122.127193,1,75.85,0,1,10,,0,0,1,1,Bank Withdrawal,1,2756,1,Q3,1,5,0,California,0,0,0,9,0,72.9,0.0,0,1,95627
26,82,2.02,1,Armona,Month-to-Month,United States,0,0,Male,1,Fiber Optic,36.315979,-119.710852,1,85.25,1,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,2872,0,Q3,1,3,0,California,1,1,0,10,100,20.2,0.0,1,0,93202
21,52,33.25,1,South Dos Palos,One Year,United States,0,1,Male,1,Fiber Optic,36.959731,-120.653519,1,90.95,0,0,1,Offer B,1,0,0,1,Bank Withdrawal,1,343,0,Q3,1,3,0,California,0,1,1,60,0,1995.0,0.0,1,1,93665
75,24,0.0,0,Weldon,Two Year,United States,0,1,Female,1,DSL,35.55647,-118.244914,0,39.7,0,0,0,Offer D,0,1,0,0,Credit Card,0,1935,1,Q3,0,4,1,California,0,0,0,14,0,0.0,0.0,0,1,93283
46,27,0.0,0,Rocklin,Two Year,United States,0,1,Female,1,DSL,38.823278,-121.281856,1,61.4,0,0,2,Offer A,1,0,1,1,Credit Card,0,15494,1,Q3,1,4,0,California,1,1,1,71,0,0.0,0.0,0,1,95765
23,73,25.46,0,Bieber,One Year,United States,0,1,Female,1,Fiber Optic,41.083464,-121.107929,1,105.7,1,0,2,Offer A,1,0,1,1,Bank Withdrawal,1,595,0,Q3,1,4,0,California,1,1,1,67,0,1705.82,0.0,1,1,96009
61,7,0.0,0,Pacoima,Month-to-Month,United States,0,0,Male,1,DSL,34.255442,-118.421314,0,24.95,0,0,0,,0,0,1,0,Bank Withdrawal,0,97318,0,Q3,0,5,0,California,0,0,0,9,0,0.0,0.0,0,1,91331
57,11,5.76,1,Lotus,Two Year,United States,0,1,Male,1,Fiber Optic,38.815515,-120.916997,1,108.6,1,0,1,Offer A,1,0,1,1,Credit Card,1,485,1,Q3,1,1,0,California,1,1,1,71,20,408.96,0.0,0,0,95651
62,75,17.29,0,Samoa,One Year,United States,1,1,Male,1,Fiber Optic,40.809636,-124.189977,1,100.0,1,3,9,Offer C,0,0,0,1,Bank Withdrawal,1,395,0,Q3,1,3,0,California,1,1,1,39,0,674.31,0.0,0,1,95564
50,0,14.91,0,Capitola,Two Year,United States,0,0,Male,0,,36.977025,-121.952864,0,20.05,0,0,0,,0,0,1,0,Bank Withdrawal,1,9673,0,Q3,0,5,0,California,0,0,0,32,0,477.12,9.73,0,0,95010
41,30,49.35,0,Los Angeles,Two Year,United States,0,1,Male,1,Fiber Optic,34.037251,-118.423573,0,97.65,1,0,0,Offer A,1,0,1,0,Credit Card,1,24505,1,Q3,0,3,0,California,0,0,1,69,0,3405.15,0.0,0,1,90064
49,0,45.75,0,San Jose,Two Year,United States,0,0,Male,0,,37.339533,-121.777179,1,20.25,0,0,10,,0,0,0,1,Bank Withdrawal,1,44103,0,Q3,1,5,0,California,0,0,0,42,0,1921.5,0.0,0,0,95148
45,13,21.58,0,Fresno,Two Year,United States,0,1,Male,1,DSL,36.751489,-119.68072,1,76.15,1,0,2,Offer B,0,1,0,1,Bank Withdrawal,1,54701,1,Q3,1,4,0,California,1,1,0,65,0,1402.7,0.0,0,1,93727
51,30,14.63,0,Ventura,Two Year,United States,0,1,Male,1,Fiber Optic,34.278697,-119.167798,0,114.95,1,0,0,Offer A,1,1,1,0,Bank Withdrawal,1,27381,1,Q3,0,3,0,California,1,1,1,70,0,1024.1,0.0,0,1,93004
48,0,49.58,0,Los Angeles,One Year,United States,0,0,Female,0,,34.001617,-118.222274,1,20.45,0,0,5,Offer B,0,0,0,1,Bank Withdrawal,1,3642,0,Q3,1,3,0,California,0,0,0,49,0,2429.42,0.0,0,0,90058
57,19,11.54,1,Julian,Month-to-Month,United States,1,0,Male,1,Fiber Optic,32.980678,-116.262854,1,80.15,1,1,1,,1,0,1,1,Bank Withdrawal,1,3577,0,Q3,1,1,0,California,0,0,0,5,0,57.7,0.0,0,1,92036
55,0,3.07,0,Glendale,Month-to-Month,United States,1,0,Male,0,,34.167926,-118.267539,0,20.8,0,3,0,,0,0,0,0,Credit Card,1,21990,0,Q3,0,5,0,California,0,0,0,25,0,76.75,21.81,0,0,91202
75,11,41.9,1,San Francisco,Month-to-Month,United States,0,0,Female,1,Fiber Optic,37.820894,-122.369725,0,79.4,1,0,0,,1,0,1,0,Bank Withdrawal,1,1458,0,Q3,0,1,1,California,0,0,0,3,0,125.7,0.0,0,1,94130
29,0,17.88,0,Oregon House,One Year,United States,0,0,Female,0,,39.342587,-121.249833,0,19.35,0,0,0,,0,0,1,0,Mailed Check,1,1519,0,Q3,0,3,0,California,0,0,0,50,0,894.0,29.5,1,0,95962
36,25,23.24,1,Rancho Cucamonga,Month-to-Month,United States,0,1,Female,1,Fiber Optic,34.10097,-117.57882,1,89.1,1,0,1,,0,0,1,1,Bank Withdrawal,1,51970,0,Q3,1,1,0,California,1,1,0,25,0,581.0,0.0,0,1,91730
26,30,45.93,0,Pacifica,Two Year,United States,1,1,Male,1,Fiber Optic,37.573633,-122.455167,1,103.95,1,2,1,Offer A,1,1,0,1,Credit Card,1,38885,1,Q3,1,3,0,California,1,1,0,72,0,3306.96,0.0,1,1,94044
38,23,49.04,0,San Mateo,Month-to-Month,United States,0,0,Male,1,Cable,37.590421,-122.306467,0,51.65,0,0,0,,0,1,1,0,Credit Card,1,32488,0,Q3,0,4,0,California,0,0,0,10,0,490.4,0.0,0,1,94401
62,0,23.17,0,Oakland,Two Year,United States,0,0,Male,0,,37.750553,-122.197175,0,19.65,0,0,0,,0,0,0,0,Bank Withdrawal,1,30751,0,Q3,0,3,0,California,0,0,0,53,0,1228.01,0.0,0,0,94621
64,5,36.17,1,La Mesa,Month-to-Month,United States,0,0,Male,1,Fiber Optic,32.782501,-117.01611,0,75.25,1,0,0,Offer C,0,0,0,0,Bank Withdrawal,1,24005,0,Q3,0,3,0,California,0,0,0,39,0,1410.63,0.0,0,1,91942
